Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Info Stu,Information Studies, 465,Course Total,Course Total,24,22,91.7%,3.395,5,10,4,1,,,,1,,,,1,1,,,
Info Stu,Information Studies, 490,001,"Trainor,Kevin",23,23,100.0%,3.537,12,3,2,3,1,1,,1,,,,,,,,
Info Stu,Information Studies, 490,002,"Schoeller,Betsy A",16,14,87.5%,3.381,8,1,1,2,,1,,,,,,1,1,,,
Info Stu,Information Studies, 490,003,"Trainor,Kevin",23,23,100.0%,3.753,16,,5,1,1,,,,,,,,,,,
Info Stu,Information Studies, 490,201,"Ponelis,Shana Rachel",34,34,100.0%,3.451,7,13,7,4,,2,,1,,,,,,,,
Info Stu,Information Studies, 490,Course Total,Course Total,96,94,97.9%,3.536,43,17,15,10,2,4,,2,,,,1,1,,,
Info Stu,Information Studies, 491,001,"Sabha,Khaled Walid",36,36,100.0%,3.288,2,14,10,4,3,1,,2,,,,,,,,
Info Stu,Information Studies, 491,201,"Piziak,Dee R",30,26,86.7%,3.154,10,4,5,3,,,,1,,,,3,4,,,
Info Stu,Information Studies, 491,202,"Elmendorf,Joseph M",32,32,100.0%,3.464,11,11,2,1,3,,1,2,,,,,,,,1
Info Stu,Information Studies, 491,Course Total,Course Total,98,94,95.9%,3.309,23,29,17,8,6,1,1,5,,,,3,4,,,1
Info Stu,Information Studies, 495,001,"Hudson,Adam Richard",33,33,100.0%,3.800,26,4,,2,,,,,,1,,,,,,
Info Stu,Information Studies, 495,Course Total,Course Total,33,33,100.0%,3.800,26,4,,2,,,,,,1,,,,,,
Info Stu,Information Studies, 501,001,"Force,Donald C",36,33,91.7%,3.445,11,15,4,,,,,,1,,,2,1,,,
Info Stu,Information Studies, 501,201,"Latham,Joyce M",30,27,90.0%,3.411,8,11,4,1,,,,,,,,2,2,,,1
Info Stu,Information Studies, 501,202,"Wepking,Mary A",33,28,84.8%,3.381,14,3,4,1,3,1,,,,1,,1,4,,,
Info Stu,Information Studies, 501,Course Total,Course Total,99,88,88.9%,3.414,33,29,12,2,3,1,,,1,1,,5,7,,,1
Info Stu,Information Studies, 511,001,"Choi,Inkyung",21,19,90.5%,3.686,10,8,,,,,,,,,1,,1,,,
Info Stu,Information Studies, 511,201,"Lee,Hur-li",30,27,90.0%,3.333,10,4,8,2,1,,,,,,,2,2,,,
Info Stu,Information Studies, 511,202,"Lee,Hur-li",28,25,89.3%,3.280,10,6,6,,,,,,,,,3,2,,,
Info Stu,Information Studies, 511,203,"Choi,Inkyung",31,29,93.5%,3.609,11,14,,1,1,,,,,,,1,2,,,1
Info Stu,Information Studies, 511,Course Total,Course Total,110,100,90.9%,3.465,41,32,14,3,2,,,,,,1,6,7,,,1
Info Stu,Information Studies, 520,001,"Smanz,Lyndsay Jo",23,23,100.0%,3.580,17,3,,,,,,2,,,,1,,,,
Info Stu,Information Studies, 520,201,"Smanz,Lyndsay Jo",27,27,100.0%,3.914,22,3,2,,,,,,,,,,,,,
Info Stu,Information Studies, 520,202,"Wepking,Mary A",21,20,95.2%,3.652,9,8,,,2,1,,,,,,,,,,
Info Stu,Information Studies, 520,203,"Wepking,Mary A",10,6,60.0%,3.780,2,4,,,,,,,,,,,1,,,
Info Stu,Information Studies, 520,204,"Hersh,Susan L",20,18,90.0%,3.870,14,1,3,,,,,,,,,,1,,,
Info Stu,Information Studies, 520,Course Total,Course Total,101,94,93.1%,3.759,64,19,5,,2,1,,2,,,,1,2,,,
Info Stu,Information Studies, 524,201,"Lipinski,Tomas A",30,28,93.3%,3.757,19,5,1,,,,,,,,,1,,,,2
Info Stu,Information Studies, 524,Course Total,Course Total,30,28,93.3%,3.757,19,5,1,,,,,,,,,1,,,,2
Info Stu,Information Studies, 571,201,"Xie,Iris",28,28,100.0%,3.766,19,7,,,,,,,,,,1,,,,1
Info Stu,Information Studies, 571,202,"Xie,Iris",23,19,82.6%,3.667,14,1,1,1,,,,,,,,1,4,,,1
Info Stu,Information Studies, 571,Course Total,Course Total,51,47,92.2%,3.726,33,8,1,1,,,,,,,,2,4,,,2
Info Stu,Information Studies, 582,201,"Kipp,Margaret E",25,22,88.0%,3.773,19,1,1,,,,,,,,,1,1,,,
Info Stu,Information Studies, 582,Course Total,Course Total,25,22,88.0%,3.773,19,1,1,,,,,,,,,1,1,,,
Info Stu,Information Studies, 583,201,"Du Plessis,Jacques C",19,17,89.5%,3.648,10,3,1,1,1,,1,,,,,,1,,,
Info Stu,Information Studies, 583,202,"Du Plessis,Jacques C",8,5,62.5%,2.468,,,,2,1,,1,1,,,,,2,,,
Info Stu,Information Studies, 583,Course Total,Course Total,27,22,81.5%,3.380,10,3,1,3,2,,2,1,,,,,3,,,
Info Stu,Information Studies, 584,201,"Friedel,Matthew Leo",19,17,89.5%,3.922,15,1,,1,,,,,,,,,2,,,
Info Stu,Information Studies, 584,Course Total,Course Total,19,17,89.5%,3.922,15,1,,1,,,,,,,,,2,,,
Info Stu,Information Studies, 603,001,"Yela,Gary E",9,8,88.9%,2.620,1,3,1,,,,,,,,,2,1,,,1
Info Stu,Information Studies, 603,Course Total,Course Total,9,8,88.9%,2.620,1,3,1,,,,,,,,,2,1,,,1
Info Stu,Information Studies, 650,001,"Hayes,Shaun A",22,22,100.0%,3.819,12,8,2,,,,,,,,,,,,,
Info Stu,Information Studies, 650,201,"Hayes,Shaun A",33,30,90.9%,3.145,9,5,3,4,3,3,,1,1,,,1,1,,,
Info Stu,Information Studies, 650,Course Total,Course Total,55,52,94.5%,3.430,21,13,5,4,3,3,,1,1,,,1,1,,,
Info Stu,Information Studies, 670,201,"Smanz,Lyndsay Jo",25,21,84.0%,3.905,18,2,,,1,,,,,,,,3,,,
Info Stu,Information Studies, 670,Course Total,Course Total,25,21,84.0%,3.905,18,2,,,1,,,,,,,,3,,,
Info Stu,Information Studies, 685,201,"Hall,Rebecca J",22,21,95.5%,4.000,21,,,,,,,,,,,,1,,,
Info Stu,Information Studies, 685,Course Total,Course Total,22,21,95.5%,4.000,21,,,,,,,,,,,,1,,,
Info Stu,Information Studies, 691,002,"Sabha,Khaled Walid",21,21,100.0%,3.142,,3,8,6,3,1,,,,,,,,,,
Info Stu,Information Studies, 691,Course Total,Course Total,21,21,100.0%,3.142,,3,8,6,3,1,,,,,,,,,,
Info Stu,Information Studies, 710,201,"Smiraglia,Richard P",13,11,84.6%,3.700,9,,,,,,,,,1,,,1,,,1
Info Stu,Information Studies, 710,Course Total,Course Total,13,11,84.6%,3.700,9,,,,,,,,,1,,,1,,,1
Info Stu,Information Studies, 712,201,"Smiraglia,Richard P",13,10,76.9%,3.067,2,2,3,,2,,,,,,,1,2,,,
Info Stu,Information Studies, 712,Course Total,Course Total,13,10,76.9%,3.067,2,2,3,,2,,,,,,,1,2,,,
Info Stu,Information Studies, 736,201,"Phillips,Abigail L",25,23,92.0%,3.840,19,1,2,,,,1,,,,,,2,,,
Info Stu,Information Studies, 736,202,"Scheibler,Molly Dunlap",22,21,95.5%,3.858,15,5,,,1,,,,,,,,1,,,
Info Stu,Information Studies, 736,Course Total,Course Total,47,44,93.6%,3.849,34,6,2,,1,,1,,,,,,3,,,
Info Stu,Information Studies, 740,001,"Smanz,Lyndsay Jo",15,14,93.3%,3.643,12,,,1,,,,,,,,1,,,,
Info Stu,Information Studies, 740,Course Total,Course Total,15,14,93.3%,3.643,12,,,1,,,,,,,,1,,,,
Info Stu,Information Studies, 745,201,"Wepking,Mary A",29,28,96.6%,3.500,15,6,,3,,3,,,,,,1,,,,
Info Stu,Information Studies, 745,Course Total,Course Total,29,28,96.6%,3.500,15,6,,3,,3,,,,,,1,,,,
Info Stu,Information Studies, 750,201,"Force,Donald C",28,27,96.4%,3.420,9,10,4,1,,1,,,,1,,1,1,,,
Info Stu,Information Studies, 750,Course Total,Course Total,28,27,96.4%,3.420,9,10,4,1,,1,,,,1,,1,1,,,
Info Stu,Information Studies, 752,001,"Hayes,Shaun A",13,13,100.0%,3.360,5,3,1,2,1,,,,,,1,,,,,
Info Stu,Information Studies, 752,201,"Hayes,Shaun A",10,10,100.0%,3.927,7,2,,,,,,,,,,,,,,1
Info Stu,Information Studies, 752,Course Total,Course Total,23,23,100.0%,3.592,12,5,1,2,1,,,,,,1,,,,,1
Info Stu,Information Studies, 785,201,"Kipp,Margaret E",22,20,90.9%,3.634,15,1,,3,,,,,,,,1,1,,,
Info Stu,Information Studies, 785,Course Total,Course Total,22,20,90.9%,3.634,15,1,,3,,,,,,,,1,1,,,
Info Stu,Information Studies, 790,201,"Ponelis,Shana Rachel",6,6,100.0%,3.778,3,2,1,,,,,,,,,,,,,
Info Stu,Information Studies, 790,Course Total,Course Total,6,6,100.0%,3.778,3,2,1,,,,,,,,,,,,,
Info Stu,Information Studies, 799,201,"Zhang,Jin",28,25,89.3%,3.974,23,2,,,,,,,,,,,2,,,
Info Stu,Information Studies, 799,202,"Zhang,Jin",18,17,94.4%,3.942,14,3,,,,,,,,,,,,,,
Info Stu,Information Studies, 799,Course Total,Course Total,46,42,91.3%,3.961,37,5,,,,,,,,,,,2,,,
Info Stu,Information Studies, 891,201,"Behrnd-Klodt,Menzi L",17,16,94.1%,3.376,7,3,1,3,1,,,,,,,1,1,,,
Info Stu,Information Studies, 891,202,"Behrnd-Klodt,Menzi L",14,13,92.9%,3.334,5,3,2,1,1,,,,,,,1,1,,,
Info Stu,Information Studies, 891,203,"Behrnd-Klodt,Menzi L",14,11,78.6%,3.301,4,3,1,,1,,,,,,,1,,,,1
Info Stu,Information Studies, 891,205,"Latham,Joyce M",15,15,100.0%,3.201,2,5,2,5,,,,,,,,1,,,,
Info Stu,Information Studies, 891,Course Total,Course Total,60,55,91.7%,3.267,18,14,6,9,3,,,,,,,4,2,,,1
Info Stu,Information Studies, 970,001,"Mu,Xiangming",8,8,100.0%,3.959,7,1,,,,,,,,,,,,,,
Info Stu,Information Studies, 970,Course Total,Course Total,8,8,100.0%,3.959,7,1,,,,,,,,,,,,,,
L&S,African & African Diaspora St, 100,001,"Alexander,Kitonga Tumaini",25,24,96.0%,2.417,2,1,2,2,5,5,1,4,,,,2,1,,,
L&S,African & African Diaspora St, 100,002,"Akubeze,Okey Peter",84,76,90.5%,2.658,12,7,3,10,9,4,13,11,,,,3,6,,,4
L&S,African & African Diaspora St, 100,003,"Lang,Charmaine Renee",77,71,92.2%,2.531,3,12,7,15,11,4,4,2,2,2,1,8,2,,,
L&S,African & African Diaspora St, 100,204,"Kopkin,Nolan A",109,91,83.5%,2.465,21,9,8,11,5,3,6,3,,9,2,14,8,,,
L&S,African & African Diaspora St, 100,Course Total,Course Total,295,262,88.8%,2.533,38,29,20,38,30,16,24,20,2,11,3,27,17,,,4
L&S,African & African Diaspora St, 102,201,"Spencer,Nakia N",41,41,100.0%,2.891,19,,6,4,,1,1,,1,2,,6,,,,1
L&S,African & African Diaspora St, 102,Course Total,Course Total,41,41,100.0%,2.891,19,,6,4,,1,1,,1,2,,6,,,,1
L&S,African & African Diaspora St, 112,001,"Saint Jacques,Ermitte",64,64,100.0%,2.910,9,12,12,9,6,3,4,1,2,1,,4,,,,1
L&S,African & African Diaspora St, 112,Course Total,Course Total,64,64,100.0%,2.910,9,12,12,9,6,3,4,1,2,1,,4,,,,1
L&S,African & African Diaspora St, 125,001,"Gelan,Abera",25,20,80.0%,2.950,5,3,3,4,,1,1,1,,,,2,2,,,
L&S,African & African Diaspora St, 125,Course Total,Course Total,25,20,80.0%,2.950,5,3,3,4,,1,1,1,,,,2,2,,,
L&S,African & African Diaspora St, 220,201,"Akubeze,Okey Peter",20,17,85.0%,1.902,,,1,5,,1,5,1,,,,4,2,,,
L&S,African & African Diaspora St, 220,Course Total,Course Total,20,17,85.0%,1.902,,,1,5,,1,5,1,,,,4,2,,,
L&S,African & African Diaspora St, 301,201,"Winkler,Erin N",11,9,81.8%,3.298,4,1,,1,2,,,1,,,,,,,,
L&S,African & African Diaspora St, 301,Course Total,Course Total,11,9,81.8%,3.298,4,1,,1,2,,,1,,,,,,,,
L&S,African & African Diaspora St, 326,201,"Kopkin,Nolan A",25,20,80.0%,1.917,,1,2,4,2,,2,2,1,2,,4,1,,,
L&S,African & African Diaspora St, 326,Course Total,Course Total,25,20,80.0%,1.917,,1,2,4,2,,2,2,1,2,,4,1,,,
L&S,African & African Diaspora St, 329,001,"Gelan,Abera",9,9,100.0%,3.370,3,2,1,1,,2,,,,,,,,,,
L&S,African & African Diaspora St, 329,Course Total,Course Total,9,9,100.0%,3.370,3,2,1,1,,2,,,,,,,,,,
L&S,African & African Diaspora St, 418,001,"Saint Jacques,Ermitte",25,23,92.0%,3.352,8,8,,1,1,,,,,,,2,,,1,2
L&S,African & African Diaspora St, 418,Course Total,Course Total,25,23,92.0%,3.352,8,8,,1,1,,,,,,,2,,,1,2
L&S,African & African Diaspora St, 700,001,"Winkler,Erin N",7,7,100.0%,3.400,3,,,,1,1,,,,,,,,,,2
L&S,African & African Diaspora St, 700,Course Total,Course Total,7,7,100.0%,3.400,3,,,,1,1,,,,,,,,,,2
L&S,African & African Diaspora St, 821,001,"Mitchell-Walthour,Gladys L",8,6,75.0%,4.000,4,,,,,,,,,,,,2,,2,
L&S,African & African Diaspora St, 821,Course Total,Course Total,8,6,75.0%,4.000,4,,,,,,,,,,,,2,,2,
L&S,American Indian Studies, 101,401,"Paradise,Maurina",75,70,93.3%,2.856,21,15,2,4,9,4,2,,1,,1,10,4,,1,
L&S,American Indian Studies, 101,Course Total,Course Total,75,70,93.3%,2.856,21,15,2,4,9,4,2,,1,,1,10,4,,1,
L&S,American Indian Studies, 151,401,"Uitz,Angela Marie",13,12,92.3%,3.502,4,4,1,,3,,,,,,,,,,,
L&S,American Indian Studies, 151,Course Total,Course Total,13,12,92.3%,3.502,4,4,1,,3,,,,,,,,,,,
L&S,American Indian Studies, 203,401,"Cornell,Akikwe J",91,89,97.8%,2.851,24,13,10,13,2,4,1,1,4,2,1,10,2,,,4
L&S,American Indian Studies, 203,Course Total,Course Total,91,89,97.8%,2.851,24,13,10,13,2,4,1,1,4,2,1,10,2,,,4
L&S,American Indian Studies, 262,001,"Cornell,Akikwe J",18,18,100.0%,3.779,9,7,1,1,,,,,,,,,,,,
L&S,American Indian Studies, 262,Course Total,Course Total,18,18,100.0%,3.779,9,7,1,1,,,,,,,,,,,,
L&S,American Indian Studies, 372,001,"Wilson,Michael D",6,6,100.0%,2.868,1,2,,1,,,,,,,,1,,,,1
L&S,American Indian Studies, 372,Course Total,Course Total,6,6,100.0%,2.868,1,2,,1,,,,,,,,1,,,,1
L&S,American Indian Studies, 473,001,"Cornell,Akikwe J",7,7,100.0%,3.953,6,1,,,,,,,,,,,,,,
L&S,American Indian Studies, 473,Course Total,Course Total,7,7,100.0%,3.953,6,1,,,,,,,,,,,,,,
L&S,Anthropology, 101,201,"Sherman,Robert J",51,49,96.1%,2.436,10,5,4,4,5,4,3,1,1,4,,8,1,,,
L&S,Anthropology, 101,402,"Richards,Patricia B",98,93,94.9%,2.732,12,25,19,8,4,2,3,1,,,2,16,2,,1,
L&S,Anthropology, 101,Course Total,Course Total,149,142,95.3%,2.629,22,30,23,12,9,6,6,2,1,4,2,24,3,,1,
L&S,Anthropology, 102,201,"Applbaum,Kalman D",52,47,90.4%,1.979,2,7,3,4,6,3,4,1,1,2,2,12,2,,,
L&S,Anthropology, 102,402,"Ebling,Todd J",92,83,90.2%,2.817,20,9,5,9,8,10,6,4,7,1,1,2,6,,1,
L&S,Anthropology, 102,Course Total,Course Total,144,130,90.3%,2.512,22,16,8,13,14,13,10,5,8,3,3,14,8,,1,
L&S,Anthropology, 103,402,"Sherman,Robert J",46,44,95.7%,3.182,19,4,5,5,1,3,2,1,1,1,,2,1,,,
L&S,Anthropology, 103,Course Total,Course Total,46,44,95.7%,3.182,19,4,5,5,1,3,2,1,1,1,,2,1,,,
L&S,Anthropology, 104,001,"Freire,Shannon Kate",60,57,95.0%,2.965,12,8,12,5,8,3,1,2,1,1,1,3,,,,
L&S,Anthropology, 104,203,"Rivers,Joshua William",49,48,98.0%,3.396,28,6,3,3,2,2,,,,,,4,,,,
L&S,Anthropology, 104,Course Total,Course Total,109,105,96.3%,3.162,40,14,15,8,10,5,1,2,1,1,1,7,,,,
L&S,Anthropology, 105,001,"Jones,Sarah Elizabeth",33,30,90.9%,3.160,14,1,3,,3,,2,,2,1,,1,,1,,2
L&S,Anthropology, 105,Course Total,Course Total,33,30,90.9%,3.160,14,1,3,,3,,2,,2,1,,1,,1,,2
L&S,Anthropology, 150,001,"Kotowicz,Allison Marie",29,29,100.0%,3.321,17,2,1,2,,,1,1,1,,,2,,,,2
L&S,Anthropology, 150,Course Total,Course Total,29,29,100.0%,3.321,17,2,1,2,,,1,1,1,,,2,,,,2
L&S,Anthropology, 156,001,"Applbaum,Ingrid Jordt",38,38,100.0%,3.062,24,1,1,1,3,,,,,1,2,5,,,,
L&S,Anthropology, 156,Course Total,Course Total,38,38,100.0%,3.062,24,1,1,1,3,,,,,1,2,5,,,,
L&S,Anthropology, 213,201,"Richards,Patricia B",151,147,97.4%,2.905,55,5,12,19,16,8,7,4,5,3,,13,3,,,
L&S,Anthropology, 213,Course Total,Course Total,151,147,97.4%,2.905,55,5,12,19,16,8,7,4,5,3,,13,3,,,
L&S,Anthropology, 281,001,"Middleton,Emily R",49,46,93.9%,2.726,6,4,5,7,9,2,5,1,3,2,,1,2,,,1
L&S,Anthropology, 281,Course Total,Course Total,49,46,93.9%,2.726,6,4,5,7,9,2,5,1,3,2,,1,2,,,1
L&S,Anthropology, 285,001,"Middleton,Emily R",17,17,100.0%,2.646,2,,4,2,1,3,4,,,,,1,,,,
L&S,Anthropology, 285,Course Total,Course Total,17,17,100.0%,2.646,2,,4,2,1,3,4,,,,,1,,,,
L&S,Anthropology, 301,401,"Campbell,Benjamin C",42,37,88.1%,2.788,5,5,2,8,8,3,1,,,1,,3,3,,,1
L&S,Anthropology, 301,402,"Lewis,Alycia Elizabeth Ane",25,24,96.0%,2.042,,3,2,2,3,4,3,,1,,1,5,1,,,
L&S,Anthropology, 301,Course Total,Course Total,67,61,91.0%,2.489,5,8,4,10,11,7,4,,1,1,1,8,4,,,1
L&S,Anthropology, 304,201,"Jeske,Robert J",23,20,87.0%,2.400,1,1,3,4,2,,6,,,1,,2,1,,,
L&S,Anthropology, 304,Course Total,Course Total,23,20,87.0%,2.400,1,1,3,4,2,,6,,,1,,2,1,,,
L&S,Anthropology, 309,201,"Hudson,Jean L",20,18,90.0%,3.118,6,4,1,1,1,1,1,,,1,,1,1,,,1
L&S,Anthropology, 309,Course Total,Course Total,20,18,90.0%,3.118,6,4,1,1,1,1,1,,,1,,1,1,,,1
L&S,Anthropology, 355,001,"Heatherington,Tracey L",35,33,94.3%,3.150,6,8,9,4,,1,,,,,,3,2,,1,1
L&S,Anthropology, 355,Course Total,Course Total,35,33,94.3%,3.150,6,8,9,4,,1,,,,,,3,2,,1,1
L&S,Anthropology, 403,001,"Middleton,Emily R",28,26,92.9%,2.975,4,2,4,5,5,3,1,2,,,,,,,,
L&S,Anthropology, 403,Course Total,Course Total,28,26,92.9%,2.975,4,2,4,5,5,3,1,2,,,,,,,,
L&S,Anthropology, 407,001,"Campbell,Benjamin C",15,10,66.7%,2.526,1,2,,1,,,,2,,,,1,3,,,3
L&S,Anthropology, 407,Course Total,Course Total,15,10,66.7%,2.526,1,2,,1,,,,2,,,,1,3,,,3
L&S,Anthropology, 425,001,"Hudson,Jean L",9,8,88.9%,2.958,3,,2,,,,1,1,1,,,,,,,
L&S,Anthropology, 425,Course Total,Course Total,9,8,88.9%,2.958,3,,2,,,,1,1,1,,,,,,,
L&S,Anthropology, 439,001,"Brodwin,Paul E",17,16,94.1%,2.898,2,2,2,,4,,2,,,1,,,1,,3,
L&S,Anthropology, 439,Course Total,Course Total,17,16,94.1%,2.898,2,2,2,,4,,2,,,1,,,1,,3,
L&S,Anthropology, 449,001,"Applbaum,Kalman D",13,12,92.3%,3.751,7,3,1,,1,,,,,,,,1,,,
L&S,Anthropology, 449,Course Total,Course Total,13,12,92.3%,3.751,7,3,1,,1,,,,,,,,1,,,
L&S,Anthropology, 450,001,"Applbaum,Ingrid Jordt",8,8,100.0%,3.049,4,,,1,,,,1,,,1,,,,1,
L&S,Anthropology, 450,Course Total,Course Total,8,8,100.0%,3.049,4,,,1,,,,1,,,1,,,,1,
L&S,Anthropology, 465,001,"Richards,John D",8,8,100.0%,3.666,5,,1,2,,,,,,,,,,,,
L&S,Anthropology, 465,Course Total,Course Total,8,8,100.0%,3.666,5,,1,2,,,,,,,,,,,,
L&S,Anthropology, 501,001,"Jeske,Robert J",22,19,86.4%,3.275,6,3,3,2,1,,1,,,,,1,2,,,2
L&S,Anthropology, 501,Course Total,Course Total,22,19,86.4%,3.275,6,3,3,2,1,,1,,,,,1,2,,,2
L&S,Anthropology, 560,001,"Brodwin,Paul E",17,16,94.1%,3.223,4,4,3,1,,,2,,,,1,,1,,,1
L&S,Anthropology, 560,Course Total,Course Total,17,16,94.1%,3.223,4,4,3,1,,,2,,,,1,,1,,,1
L&S,Anthropology, 568,001,"Gray,Joseph P",9,5,55.6%,3.000,3,,,1,,,,,,,,1,2,,,
L&S,Anthropology, 568,Course Total,Course Total,9,5,55.6%,3.000,3,,,1,,,,,,,,1,2,,,
L&S,Anthropology, 570,001,"Pucci,Sandra L",11,8,72.7%,3.668,3,3,1,1,,,,,,,,,1,,,
L&S,Anthropology, 570,Course Total,Course Total,11,8,72.7%,3.668,3,3,1,1,,,,,,,,,1,,,
L&S,Anthropology, 720,101,"Scher Thomae,Dawn",23,23,100.0%,3.798,11,10,2,,,,,,,,,,,,,
L&S,Anthropology, 720,Course Total,Course Total,23,23,100.0%,3.798,11,10,2,,,,,,,,,,,,,
L&S,Anthropology, 723,101,"Schweitzer,Jacqueline Marie",20,20,100.0%,3.717,12,2,3,3,,,,,,,,,,,,
L&S,Anthropology, 723,Course Total,Course Total,20,20,100.0%,3.717,12,2,3,3,,,,,,,,,,,,
L&S,Anthropology, 744,001,"Malaby,Thomas M",16,16,100.0%,3.401,4,6,3,1,,,,,,,,1,,,,1
L&S,Anthropology, 744,Course Total,Course Total,16,16,100.0%,3.401,4,6,3,1,,,,,,,,1,,,,1
L&S,Anthropology, 801,001,"Turner,Trudy R",14,14,100.0%,3.821,8,3,2,,,,,,,,,,,,,1
L&S,Anthropology, 801,Course Total,Course Total,14,14,100.0%,3.821,8,3,2,,,,,,,,,,,,,1
L&S,Anthropology, 803,001,"Bornstein,Erica L",26,25,96.2%,3.363,10,4,5,,1,,,2,,,,1,1,,,2
L&S,Anthropology, 803,Course Total,Course Total,26,25,96.2%,3.363,10,4,5,,1,,,2,,,,1,1,,,2
L&S,Anthropology, 942,001,"Arnold,Bettina",15,14,93.3%,3.718,7,2,3,1,,,,,,,,,1,,,1
L&S,Anthropology, 942,Course Total,Course Total,15,14,93.3%,3.718,7,2,3,1,,,,,,,,,1,,,1
L&S,Anthropology, 990,005,"Arnold,Bettina",7,6,85.7%,,,,,,,,,,,,,,,,,6
L&S,Anthropology, 990,Course Total,Course Total,7,6,85.7%,,,,,,,,,,,,,,,,,6
L&S,Arabic, 101,001,"Labanieh,Khuloud",16,14,87.5%,2.305,2,1,2,,,2,1,1,,1,,2,1,,,2
L&S,Arabic, 101,002,"El Haimeur,Amal",6,5,83.3%,3.466,4,,,,,,,,1,,,,,,,
L&S,Arabic, 101,Course Total,Course Total,22,19,86.4%,2.646,6,1,2,,,2,1,1,1,1,,2,1,,,2
L&S,Arabic, 111,001,"Masalkhi,Fahed",27,27,100.0%,3.538,15,4,2,1,,2,,1,1,,,,,,,1
L&S,Arabic, 111,002,"Masalkhi,Fahed",25,23,92.0%,3.565,13,3,3,1,,,3,,,,,,,,,
L&S,Arabic, 111,Course Total,Course Total,52,50,96.2%,3.551,28,7,5,2,,2,3,1,1,,,,,,,1
L&S,Arabic, 164,001,"Masalkhi,Fahed",25,24,96.0%,3.611,12,5,3,2,,1,1,,,,,,,,,
L&S,Arabic, 164,Course Total,Course Total,25,24,96.0%,3.611,12,5,3,2,,1,1,,,,,,,,,
L&S,Arabic, 201,001,"Labanieh,Khuloud",9,8,88.9%,2.429,,2,1,,,1,,1,1,1,,,,,,1
L&S,Arabic, 201,Course Total,Course Total,9,8,88.9%,2.429,,2,1,,,1,,1,1,1,,,,,,1
L&S,Art History, 101,201,"Aschenbrenner,Michael J",106,88,83.0%,2.068,8,6,3,14,8,8,9,4,5,2,4,17,8,,,
L&S,Art History, 101,402,"Counts,Derek B",119,112,94.1%,2.918,31,13,12,13,7,6,9,1,,2,2,9,5,,,7
L&S,Art History, 101,Course Total,Course Total,225,200,88.9%,2.530,39,19,15,27,15,14,18,5,5,4,6,26,13,,,7
L&S,Art History, 102,401,"Tiffany,Tanya J",108,98,90.7%,2.751,24,10,8,9,7,10,8,5,5,2,,7,8,,,3
L&S,Art History, 102,Course Total,Course Total,108,98,90.7%,2.751,24,10,8,9,7,10,8,5,5,2,,7,8,,,3
L&S,Art History, 103,001,"Aschenbrenner,Michael J",52,51,98.1%,2.459,12,4,3,1,2,2,2,2,1,4,,7,1,,,11
L&S,Art History, 103,Course Total,Course Total,52,51,98.1%,2.459,12,4,3,1,2,2,2,2,1,4,,7,1,,,11
L&S,Art History, 105,201,"Wang,Ying",67,59,88.1%,3.074,19,6,12,5,2,1,6,1,1,2,1,2,3,,,1
L&S,Art History, 105,Course Total,Course Total,67,59,88.1%,3.074,19,6,12,5,2,1,6,1,1,2,1,2,3,,,1
L&S,Art History, 111,201,"Hayward,Joni Kay",10,8,80.0%,3.709,4,2,1,1,,,,,,,,,1,,,
L&S,Art History, 111,202,"Koo,Hyojin",11,8,72.7%,2.543,2,1,1,,2,,,,,,,2,3,,,
L&S,Art History, 111,203,"Brame,Patrick M",8,8,100.0%,2.125,,1,1,1,1,1,1,,,,,2,,,,
L&S,Art History, 111,404,"Finch,Zachary T",15,15,100.0%,2.289,1,1,1,3,2,1,2,1,,1,,2,,,,
L&S,Art History, 111,Course Total,Course Total,44,39,88.6%,2.599,7,5,4,5,5,2,3,1,,1,,6,4,,,
L&S,Art History, 205,401,"Williams,Tami M",117,111,94.9%,3.327,51,9,11,13,12,2,3,1,1,1,,4,3,,,3
L&S,Art History, 205,Course Total,Course Total,117,111,94.9%,3.327,51,9,11,13,12,2,3,1,1,1,,4,3,,,3
L&S,Art History, 250,001,"Wells,Katharine L H",33,31,93.9%,2.920,9,3,2,1,2,2,1,2,,1,,2,,,,6
L&S,Art History, 250,Course Total,Course Total,33,31,93.9%,2.920,9,3,2,1,2,2,1,2,,1,,2,,,,6
L&S,Art History, 255,001,"Aschenbrenner,Michael J",39,37,94.9%,3.222,10,3,1,1,1,,2,,2,1,,,,,,16
L&S,Art History, 255,Course Total,Course Total,39,37,94.9%,3.222,10,3,1,1,1,,2,,2,1,,,,,,16
L&S,Art History, 314,001,"Boor,Jocelyn E",30,30,100.0%,3.603,17,3,2,2,,,1,,,,,1,,,,4
L&S,Art History, 314,Course Total,Course Total,30,30,100.0%,3.603,17,3,2,2,,,1,,,,,1,,,,4
L&S,Art History, 357,001,"Schaefer,Sarah C",30,29,96.7%,3.591,9,4,5,3,1,,,,,,,,,,,7
L&S,Art History, 357,Course Total,Course Total,30,29,96.7%,3.591,9,4,5,3,1,,,,,,,,,,,7
L&S,Art History, 368,001,"Wells,Katharine L H",28,26,92.9%,3.251,6,7,2,2,1,,,,,,,2,,,,6
